dcterms_spatial,dcterms_abstract,dc_subject,fedora_writable,dc_contributor,dc_identifier,fedora_lastModifiedBy,dcterms_type,dc_rights,dcterms_temporal,dc_description,ldp_contains,fedora_created,dc_format,dc_title,fedora_createdBy,dcterms_created,dc_publisher,fedora_hasParent,fedora_lastModified,files,dc_creator,dc_language
Texas|United States|College Station (Tex.),"Drawing showing the details of the water tower of the Petroleum Engineering, Geology, and Engineering Experiment Station Building.",Texas A & M University--History-20th century|Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/118/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/118/pages,2020-09-23T01:36:23.926000+00:00,Reformatted digital,"Drawing Showing the Details of the Water tower on Petroleum Engineering, Geology, and Engineering Experiment Station Building",fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:23.926000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/118/pages/page_0/files/atimeofresolve_0122_2019-03.jpg,,
Texas,"A group photo, possibly during the work at Presidio La Bahia, featuring Samuel Charles Phelps Vosper (back row fifth from right) and Raiford Stripling (back row forth from left).","Depressions--1929--Texas|Group portraits|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Portraits, Group",false,Texas A & M University. Cushing Memorial Library,Group_Shot_Including_Vosper_and_Stripley_Box-23-f26,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Raiford L. Stripling '31 Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/42/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/42/pages,2020-09-23T01:36:54.334000+00:00,Reformatted digital,Group photo featuring Samuel Charles Phelps Vosper and Raiford Stripling,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:54.334000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/42/pages/page_0/files/atimeofresolve_0054_2019-03.jpg,,
United States|College Station (Tex.)|Texas,"Drawing showing the details of the rear elevation and the rear entrance and ramps of the Petroleum Engineering, Geology, and Engineering Experiment Station Building.",Texas A & M University--History-20th century|Architectural drawings|Halbouty Geosciences Building|Halbouty Petroleum Engineering Building|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Architectural drawings,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/121/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/121/orderProxies,2020-09-23T01:36:23.360000+00:00,Reformatted digital,"Drawing Showing the Rear Elevation of the Petroleum Engineering, Geology, and Engineering Experiment Station Building",fedoraAdmin,1932-04-15,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:23.360000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/121/pages/page_0/files/atimeofresolve_0125_2019-03.jpg,"Vosper, Samuel Charles Phelps",
Texas|United States|College Station (Tex.),Photo of the on-campus project houses taken from inside Kyle Field looking south.,Depressions--1929--Texas|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Cooperative housing|Historic buildings,false,Texas A & M University. Cushing Memorial Library,Group-Shot_of_Project_Houses_on_Campus_3_1-25,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,,"Inscription on item: Project Houses Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/43/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/43/pages,2020-09-23T01:37:39.828000+00:00,Reformatted digital,On-campus Project Houses,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:39.828000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/43/pages/page_0/files/atimeofresolve_0055_2019-03.jpg,,
Texas|United States|College Station (Tex.),"Drawing showing details of the exhibit foyers, lecture room, and east and west entrances of the Petroleum Engineering, Geology, and Engineering Experiment Station Building.",Depressions--1929--Texas|Halbouty Petroleum Engineering Building|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Architectural drawings|Halbouty Geosciences Building,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/124/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/124/pages,2020-09-23T01:39:12.091000+00:00,Reformatted digital,"Drawing Showing Details of Interior Spaces of the Petroleum Engineering, Geology, and Engineering Experiment Station Building",fedoraAdmin,1932-04-15,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:12.091000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/124/pages/page_0/files/atimeofresolve_0128_2019-03.jpg,"Vosper, Samuel Charles Phelps",
Texas|United States|College Station (Tex.),Photo of cast stone detail around Ramp B Entrance of Hart Hall.,Depressions--1929--Texas|College Station (Tex.)--History--20th century|Architectural elements|Architecture--Details|Texas A & M University--History-20th century|Historic buildings,false,Texas A & M University. Cushing Memorial Library,Hart_Hall_Ramp_B_10,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,,"Inscription on item: Architectural Detail Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/46/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/46/pages,2020-09-23T01:38:48.794000+00:00,Reformatted digital,Hart Hall Ramp B,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:38:48.794000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/46/pages/page_0/files/atimeofresolve_0058_2019-03.jpg,,
United States|College Station (Tex.)|Texas,"Drawing showing the East, West, and Front (South) Elevations of the Veterinary Hospital.",Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Civil Engineering Building|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,Architectural drawings|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/125/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/125/pages,2020-09-23T01:39:31.069000+00:00,Reformatted digital,"Drawing Showing the East, West, and Front (South) Elevation of the Veterinary Hospital",fedoraAdmin,1932-07-27,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:31.069000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/125/pages/page_0/files/atimeofresolve_0129_2019-03.jpg,"Balsher|Vosper, Samuel Charles Phelps",
United States|College Station (Tex.)|Texas,"Drawing that shows the details of the cast stone, brick, and tympanum on the south elevation of the Veterinary Hospital.",Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century|Civil Engineering Building|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Architectural drawings,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/128/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/128/pages,2020-09-23T01:37:39.902000+00:00,Reformatted digital,"Drawing Showing the Details of the Cast Stone, Brick and Tympanum on the Veterinary Hospital",fedoraAdmin,1932-07-27,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:39.902000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/128/pages/page_0/files/atimeofresolve_0132_2019-03.jpg,"Balsher|Vosper, Samuel Charles Phelps|Stripling, Raiford",
United States|College Station (Tex.)|Texas,Drawing of the detailed window bays for the west side of the Abattoir Wing of the Animal Industries Building.,Texas A & M University--History-20th century|Architectural drawings|Depressions--1929--Texas|Design drawings|College Station (Tex.)--History--20th century,false,Texas A & M University. Cushing Memorial Library,,fedoraAdmin,StillImage|Architectural drawings,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/86/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/86/pages,2020-09-23T01:37:33.875000+00:00,Reformatted digital,Abattoir Wing Animal Industries Building Exterior Detail of Typical Bay West Elevation,fedoraAdmin,1932,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:37:33.875000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/86/pages/page_0/files/atimeofresolve_0090_2019-03.jpg,"Atkinson, J. B.",
Texas|United States|College Station (Tex.),Photo showing the west (back) side of the Administration Building.  Also present is the campus museum.,College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Historic buildings|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,Scrapbook_Page_Entrance_From_Hwy6_1933_C,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/60/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/60/pages,2020-09-23T01:36:56.742000+00:00,Reformatted digital,Rear view of the Administration Building,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:56.742000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/60/pages/page_0/files/atimeofresolve_0073_2019-03.jpg,,
Texas|United States|College Station (Tex.),Photo of the North or front view of the construction of Animal Industries Building.,College Station (Tex.)--History--20th century|Building|Texas A & M University--History-20th century|Historic buildings|Depressions--1929--Texas,false,Texas A & M University. Cushing Memorial Library,Animal_Industries_Building_2_1932,fedoraAdmin,StillImage|Photographs,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929|Nineteen thirties,"Inscription on item: Animal Industries Building Photo # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/15/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/15/orderProxies,2020-09-23T01:39:13.107000+00:00,Reformatted digital,North or Front view of Animal Industries Building,fedoraAdmin,1932-12-26,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:39:13.107000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/15/pages/page_0/files/atimeofresolve_0029_2019-03.jpg,"Turner, G.W.",
College Station (Tex.)|Texas|United States,Photo of the cast stone horse head skull flanked by Mexican tile on the exterior of the Animal Industries Building.,Historic buildings|Depressions--1929--Texas|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century,false,Texas A & M University. Cushing Memorial Library,Animal_Industries_Building_Horse_Skull_Flanked_By_Blue_Tiles_24,fedoraAdmin,Photographs|StillImage,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,Depressions--1929,"Inscription on item: Animal Industries Building Photo # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/18/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/18/pages,2020-09-23T01:36:37.994000+00:00,Reformatted digital,Cast stone horse head scull flanked by Mexican tile,fedoraAdmin,,Texas A & M University. Libraries,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects,2020-09-23T01:36:37.994000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/a-time-of-resolve-2020-09-22_objects/18/pages/page_0/files/atimeofresolve_0032_2019-03.jpg,,
